"","SIGLA_UF","NOME_MUNICIPIO","SIGLA_PARTIDO","NOME_PARTIDO","QTDE_VOTOS_NOMINAIS","leftist_party","date"
"236","AL","MACEIÓ","PPS","PARTIDO POPULAR SOCIALISTA",1649,0,"2012-10-07"
"237","AL","TAQUARANA","PPS","PARTIDO POPULAR SOCIALISTA",3962,0,"2012-10-07"
"238","AL","JAPARATINGA","DEM","DEMOCRATAS",215,0,"2012-10-07"
"239","AL","MACEIÓ","DEM","DEMOCRATAS",9802,0,"2012-10-07"
"240","AL","OLHO D'ÁGUA DAS FLORES","DEM","DEMOCRATAS",4280,0,"2012-10-07"
"241","AL","JUNQUEIRO","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",167,0,"2012-10-07"
"242","AL","PAULO JACINTO","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",1624,0,"2012-10-07"
"243","AL","OLHO D'ÁGUA DAS FLORES","PTC","PARTIDO TRABALHISTA CRISTÃO",29,0,"2012-10-07"
"244","AL","BRANQUINHA","PRP","PARTIDO REPUBLICANO PROGRESSISTA",360,0,"2012-10-07"
"245","AL","OLIVENÇA","PRP","PARTIDO REPUBLICANO PROGRESSISTA",2646,0,"2012-10-07"
"246","AL","PORTO REAL DO COLÉGIO","PRP","PARTIDO REPUBLICANO PROGRESSISTA",4818,0,"2012-10-07"
"247","AL","CANAPI","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",3747,0,"2012-10-07"
"248","AL","OLHO D'ÁGUA GRANDE","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",291,0,"2012-10-07"
"249","AL","SÃO BRÁS","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",2342,0,"2012-10-07"
"250","AL","MACEIÓ","PSOL","PARTIDO SOCIALISMO E LIBERDADE",5524,1,"2012-10-07"
"251","AL","MACEIÓ","PPL","PARTIDO PÁTRIA LIVRE",509,0,"2012-10-07"
"252","AL","FEIRA GRANDE","PSD","PARTIDO SOCIAL DEMOCRÁTICO",5847,0,"2012-10-07"
"253","AL","SANTA LUZIA DO NORTE","PSD","PARTIDO SOCIAL DEMOCRÁTICO",1286,0,"2012-10-07"
"254","AL","SATUBA","PC DO B","PARTIDO COMUNISTA DO BRASIL",2393,0,"2012-10-07"
"255","AL","MACEIÓ","PT DO B","PARTIDO TRABALHISTA DO BRASIL",3089,0,"2012-10-07"
"256","AL","PALESTINA","PT DO B","PARTIDO TRABALHISTA DO BRASIL",1647,0,"2012-10-07"
"257","AL","JOAQUIM GOMES","PRB","PARTIDO REPUBLICANO BRASILEIRO",50,0,"2012-10-07"
"258","AL","TAQUARANA","PRB","PARTIDO REPUBLICANO BRASILEIRO",4350,0,"2012-10-07"
"259","AL","PARIPUEIRA","PP","PARTIDO PROGRESSISTA",5535,0,"2012-10-07"
"260","AL","PARICONHA","PP","PARTIDO PROGRESSISTA",3619,0,"2012-10-07"
"261","AL","COITÉ DO NÓIA","PP","PARTIDO PROGRESSISTA",3072,0,"2012-10-07"
"262","AL","MATA GRANDE","PP","PARTIDO PROGRESSISTA",7182,0,"2012-10-07"
"263","AL","SANTANA DO MUNDAÚ","PP","PARTIDO PROGRESSISTA",2571,0,"2012-10-07"
"264","AL","MACEIÓ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",10538,1,"2012-10-07"
"265","AL","MARIBONDO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",115,1,"2012-10-07"
"266","AL","PARIPUEIRA","PT","PARTIDO DOS TRABALHADORES",941,1,"2012-10-07"
"267","AL","ARAPIRACA","PTB","PARTIDO TRABALHISTA BRASILEIRO",17330,0,"2012-10-07"
"268","AL","ARAPIRACA","PTB","PARTIDO TRABALHISTA BRASILEIRO",28787,0,"2012-10-07"
"269","AL","COLÔNIA LEOPOLDINA","PTB","PARTIDO TRABALHISTA BRASILEIRO",5364,0,"2012-10-07"
"270","AL","JACUÍPE","PTB","PARTIDO TRABALHISTA BRASILEIRO",77,0,"2012-10-07"
"271","AL","PINDOBA","PTB","PARTIDO TRABALHISTA BRASILEIRO",444,0,"2012-10-07"
"272","AL","BRANQUINHA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3703,0,"2012-10-07"
"273","AL","CANAPI","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5069,0,"2012-10-07"
"274","AL","CORURIPE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",17043,0,"2012-10-07"
"275","AL","FELIZ DESERTO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1608,0,"2012-10-07"
"276","AL","GIRAU DO PONCIANO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",8875,0,"2012-10-07"
"277","AL","TANQUE D'ARCA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2131,0,"2012-10-07"
"278","AL","OURO BRANCO","PTN","PARTIDO TRABALHISTA NACIONAL",47,0,"2012-10-07"
"279","AL","BELO MONTE","PPS","PARTIDO POPULAR SOCIALISTA",1592,0,"2012-10-07"
"280","AL","IGREJA NOVA","PPS","PARTIDO POPULAR SOCIALISTA",1800,0,"2012-10-07"
"281","AL","MACEIÓ","DEM","DEMOCRATAS",8894,0,"2012-10-07"
"282","AL","QUEBRANGULO","DEM","DEMOCRATAS",3289,0,"2012-10-07"
"283","AL","RIO LARGO","DEM","DEMOCRATAS",7116,0,"2012-10-07"
"284","AL","COQUEIRO SECO","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",623,0,"2012-10-07"
"285","AL","BATALHA","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",1180,0,"2012-10-07"
"286","AL","PILAR","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",792,0,"2012-10-07"
"287","AL","BELÉM","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",1899,1,"2012-10-07"
"288","AL","MAJOR ISIDORO","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",4955,1,"2012-10-07"
"289","AL","ATALAIA","PSB","PARTIDO SOCIALISTA BRASILEIRO",766,1,"2012-10-07"
"290","AL","CORURIPE","PSB","PARTIDO SOCIALISTA BRASILEIRO",49,1,"2012-10-07"
"291","AL","JAPARATINGA","PRP","PARTIDO REPUBLICANO PROGRESSISTA",3126,0,"2012-10-07"
"292","AL","COLÔNIA LEOPOLDINA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",5235,0,"2012-10-07"
"293","AL","PALMEIRA DOS ÍNDIOS","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",17273,0,"2012-10-07"
"294","AL","PÃO DE AÇÚCAR","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",7539,0,"2012-10-07"
"295","AL","CHÃ PRETA","PSOL","PARTIDO SOCIALISMO E LIBERDADE",103,1,"2012-10-07"
"296","AL","VIÇOSA","PPL","PARTIDO PÁTRIA LIVRE",7465,0,"2012-10-07"
"297","AL","DELMIRO GOUVEIA","PC DO B","PARTIDO COMUNISTA DO BRASIL",12288,0,"2012-10-07"
"298","AL","BARRA DE SÃO MIGUEL","PP","PARTIDO PROGRESSISTA",3354,0,"2012-10-07"
"299","AL","CARNEIROS","PP","PARTIDO PROGRESSISTA",2526,0,"2012-10-07"
"300","AL","JOAQUIM GOMES","PP","PARTIDO PROGRESSISTA",4585,0,"2012-10-07"
"301","AL","MAR VERMELHO","PP","PARTIDO PROGRESSISTA",999,0,"2012-10-07"
"302","AL","OLIVENÇA","PP","PARTIDO PROGRESSISTA",3648,0,"2012-10-07"
"303","AL","PASSO DE CAMARAGIBE","PP","PARTIDO PROGRESSISTA",3602,0,"2012-10-07"
"304","AL","TANQUE D'ARCA","PP","PARTIDO PROGRESSISTA",1116,0,"2012-10-07"
"305","AL","MACEIÓ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",14822,1,"2012-10-07"
"306","AL","NOVO LINO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",114,1,"2012-10-07"
"307","AL","PALMEIRA DOS ÍNDIOS","PT","PARTIDO DOS TRABALHADORES",2531,1,"2012-10-07"
"308","AL","SÃO JOSÉ DA TAPERA","PT","PARTIDO DOS TRABALHADORES",4042,1,"2012-10-07"
"309","AL","TANQUE D'ARCA","PT","PARTIDO DOS TRABALHADORES",602,1,"2012-10-07"
"310","AL","COQUEIRO SECO","PTB","PARTIDO TRABALHISTA BRASILEIRO",1785,0,"2012-10-07"
"311","AL","SANTANA DO IPANEMA","PTB","PARTIDO TRABALHISTA BRASILEIRO",6581,0,"2012-10-07"
"312","AL","CRAÍBAS","PTB","PARTIDO TRABALHISTA BRASILEIRO",6579,0,"2012-10-07"
"313","AL","ÁGUA BRANCA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5923,0,"2012-10-07"
"314","AL","FEIRA GRANDE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",6196,0,"2012-10-07"
"315","AL","MURICI","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",6918,0,"2012-10-07"
"316","AL","BRANQUINHA","PTN","PARTIDO TRABALHISTA NACIONAL",1555,0,"2012-10-07"
"317","AL","SÃO MIGUEL DOS MILAGRES","PSC","PARTIDO SOCIAL CRISTÃO",2143,0,"2012-10-07"
"318","AL","MACEIÓ","PPS","PARTIDO POPULAR SOCIALISTA",1334,0,"2012-10-07"
"319","AL","SÃO BRÁS","PPS","PARTIDO POPULAR SOCIALISTA",0,0,"2012-10-07"
"320","AL","CANAPI","DEM","DEMOCRATAS",374,0,"2012-10-07"
"321","AL","SANTANA DO IPANEMA","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",4917,0,"2012-10-07"
"322","AL","INHAPI","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",3168,1,"2012-10-07"
"323","AL","CAMPO ALEGRE","PTC","PARTIDO TRABALHISTA CRISTÃO",72,0,"2012-10-07"
"324","AL","JARAMATAIA","PSB","PARTIDO SOCIALISTA BRASILEIRO",868,1,"2012-10-07"
"325","AL","JUNQUEIRO","PSB","PARTIDO SOCIALISTA BRASILEIRO",3304,1,"2012-10-07"
"326","AL","ROTEIRO","PSB","PARTIDO SOCIALISTA BRASILEIRO",17,1,"2012-10-07"
"327","AL","IBATEGUARA","PRP","PARTIDO REPUBLICANO PROGRESSISTA",3620,0,"2012-10-07"
"328","AL","ARAPIRACA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",15803,0,"2012-10-07"
"329","AL","BATALHA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1071,0,"2012-10-07"
"330","AL","CAMPO ALEGRE","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",10775,0,"2012-10-07"
"331","AL","IGREJA NOVA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",4690,0,"2012-10-07"
"332","AL","OLHO D'ÁGUA DO CASADO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",2504,0,"2012-10-07"
"333","AL","QUEBRANGULO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",3970,0,"2012-10-07"
"334","AL","SÃO MIGUEL DOS MILAGRES","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",2736,0,"2012-10-07"
"335","AL","MACEIÓ","PPL","PARTIDO PÁTRIA LIVRE",274,0,"2012-10-07"
"336","AL","MARAGOGI","PSD","PARTIDO SOCIAL DEMOCRÁTICO",6742,0,"2012-10-07"
"337","AL","MATRIZ DE CAMARAGIBE","PSD","PARTIDO SOCIAL DEMOCRÁTICO",4214,0,"2012-10-07"
"338","AL","SATUBA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3095,0,"2012-10-07"
"339","AL","BATALHA","PT DO B","PARTIDO TRABALHISTA DO BRASIL",222,0,"2012-10-07"
"340","AL","IBATEGUARA","PT DO B","PARTIDO TRABALHISTA DO BRASIL",4156,0,"2012-10-07"
"341","AL","MACEIÓ","PRB","PARTIDO REPUBLICANO BRASILEIRO",7126,0,"2012-10-07"
"342","AL","MACEIÓ","PRB","PARTIDO REPUBLICANO BRASILEIRO",19243,0,"2012-10-07"
"343","AL","RIO LARGO","PRB","PARTIDO REPUBLICANO BRASILEIRO",9323,0,"2012-10-07"
"344","AL","CACIMBINHAS","PP","PARTIDO PROGRESSISTA",3062,0,"2012-10-07"
"345","AL","LAGOA DA CANOA","PP","PARTIDO PROGRESSISTA",523,0,"2012-10-07"
"346","AL","LIMOEIRO DE ANADIA","PP","PARTIDO PROGRESSISTA",8045,0,"2012-10-07"
"347","AL","OLHO D'ÁGUA GRANDE","PP","PARTIDO PROGRESSISTA",1755,0,"2012-10-07"
"348","AL","CARNEIROS","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",55,1,"2012-10-07"
"349","AL","ROTEIRO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1715,1,"2012-10-07"
"350","AL","MAJOR ISIDORO","PT","PARTIDO DOS TRABALHADORES",264,1,"2012-10-07"
"351","AL","IGACI","PTB","PARTIDO TRABALHISTA BRASILEIRO",5322,0,"2012-10-07"
"352","AL","PALMEIRA DOS ÍNDIOS","PTB","PARTIDO TRABALHISTA BRASILEIRO",0,0,"2012-10-07"
"353","AL","LAGOA DA CANOA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5008,0,"2012-10-07"
"354","AL","PILAR","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",9056,0,"2012-10-07"
"355","AL","SANTANA DO MUNDAÚ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",127,0,"2012-10-07"
"356","AL","SÃO LUÍS DO QUITUNDE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",7014,0,"2012-10-07"
"357","AL","CORURIPE","PSL","PARTIDO SOCIAL LIBERAL",0,0,"2012-10-07"
"358","AL","MARAVILHA","PSC","PARTIDO SOCIAL CRISTÃO",2512,0,"2012-10-07"
"359","AL","MARIBONDO","PSC","PARTIDO SOCIAL CRISTÃO",2992,0,"2012-10-07"
"360","AL","PASSO DE CAMARAGIBE","PSC","PARTIDO SOCIAL CRISTÃO",1002,0,"2012-10-07"
"361","AL","PORTO DE PEDRAS","PSC","PARTIDO SOCIAL CRISTÃO",2118,0,"2012-10-07"
"362","AL","TAQUARANA","PSC","PARTIDO SOCIAL CRISTÃO",1512,0,"2012-10-07"
"363","AL","DOIS RIACHOS","PR","PARTIDO DA REPÚBLICA",2803,0,"2012-10-07"
"364","AL","PALESTINA","PPS","PARTIDO POPULAR SOCIALISTA",4,0,"2012-10-07"
"365","AL","CAJUEIRO","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",109,0,"2012-10-07"
"366","AL","VIÇOSA","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",6451,0,"2012-10-07"
"367","AL","PIAÇABUÇU","PSB","PARTIDO SOCIALISTA BRASILEIRO",5677,1,"2012-10-07"
"368","AL","SÃO MIGUEL DOS CAMPOS","PSB","PARTIDO SOCIALISTA BRASILEIRO",15253,1,"2012-10-07"
"369","AL","SÃO SEBASTIÃO","PSB","PARTIDO SOCIALISTA BRASILEIRO",8150,1,"2012-10-07"
"370","AL","MARECHAL DEODORO","PV","PARTIDO VERDE",9654,1,"2012-10-07"
"371","AL","BELÉM","PRP","PARTIDO REPUBLICANO PROGRESSISTA",1796,0,"2012-10-07"
"372","AL","FELIZ DESERTO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1089,0,"2012-10-07"
"373","AL","MACEIÓ","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",81603,0,"2012-10-07"
"374","AL","ROTEIRO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1317,0,"2012-10-07"
"375","AL","MACEIÓ","PSOL","PARTIDO SOCIALISMO E LIBERDADE",5353,1,"2012-10-07"
"376","AL","MACEIÓ","PSOL","PARTIDO SOCIALISMO E LIBERDADE",6812,1,"2012-10-07"
"377","AL","ESTRELA DE ALAGOAS","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3873,0,"2012-10-07"
"378","AL","BARRA DE SANTO ANTÔNIO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",2975,0,"2012-10-07"
"379","AL","GIRAU DO PONCIANO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",9127,0,"2012-10-07"
"380","AL","PORTO REAL DO COLÉGIO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",61,0,"2012-10-07"
"381","AL","MACEIÓ","PRB","PARTIDO REPUBLICANO BRASILEIRO",9374,0,"2012-10-07"
"382","AL","BELO MONTE","PP","PARTIDO PROGRESSISTA",2118,0,"2012-10-07"
"383","AL","MARAGOGI","PP","PARTIDO PROGRESSISTA",6569,0,"2012-10-07"
"384","AL","PORTO REAL DO COLÉGIO","PP","PARTIDO PROGRESSISTA",6165,0,"2012-10-07"
"385","AL","BOCA DA MATA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",7741,1,"2012-10-07"
"386","AL","IGREJA NOVA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",6073,1,"2012-10-07"
"387","AL","OLHO D'ÁGUA GRANDE","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1208,1,"2012-10-07"
"388","AL","CAJUEIRO","PT","PARTIDO DOS TRABALHADORES",4817,1,"2012-10-07"
"389","AL","SANTA LUZIA DO NORTE","PT","PARTIDO DOS TRABALHADORES",1757,1,"2012-10-07"
"390","AL","BARRA DE SANTO ANTÔNIO","PTB","PARTIDO TRABALHISTA BRASILEIRO",2034,0,"2012-10-07"
"391","AL","MARAVILHA","PTB","PARTIDO TRABALHISTA BRASILEIRO",2885,0,"2012-10-07"
"392","AL","PÃO DE AÇÚCAR","PTB","PARTIDO TRABALHISTA BRASILEIRO",5812,0,"2012-10-07"
"393","AL","PIAÇABUÇU","PTB","PARTIDO TRABALHISTA BRASILEIRO",3882,0,"2012-10-07"
"394","AL","PARICONHA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2257,0,"2012-10-07"
"395","AL","JEQUIÁ DA PRAIA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2728,0,"2012-10-07"
"396","AL","CARNEIROS","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1998,0,"2012-10-07"
"397","AL","DELMIRO GOUVEIA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",13160,0,"2012-10-07"
"398","AL","MARECHAL DEODORO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",14978,0,"2012-10-07"
"399","AL","OURO BRANCO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3836,0,"2012-10-07"
"400","AL","POÇO DAS TRINCHEIRAS","PSC","PARTIDO SOCIAL CRISTÃO",3934,0,"2012-10-07"
"401","AL","SANTANA DO MUNDAÚ","PSC","PARTIDO SOCIAL CRISTÃO",3084,0,"2012-10-07"
"402","AL","OLIVENÇA","PPS","PARTIDO POPULAR SOCIALISTA",4,0,"2012-10-07"
"403","AL","MURICI","DEM","DEMOCRATAS",17,0,"2012-10-07"
"404","AL","CAMPO ALEGRE","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",5155,1,"2012-10-07"
"405","AL","MONTEIRÓPOLIS","PSB","PARTIDO SOCIALISTA BRASILEIRO",0,1,"2012-10-07"
"406","AL","PAULO JACINTO","PSB","PARTIDO SOCIALISTA BRASILEIRO",2565,1,"2012-10-07"
"407","AL","PINDOBA","PSB","PARTIDO SOCIALISTA BRASILEIRO",1414,1,"2012-10-07"
"408","AL","ÁGUA BRANCA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",4470,0,"2012-10-07"
"409","AL","CHÃ PRETA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",2238,0,"2012-10-07"
"410","AL","COQUEIRO SECO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1248,0,"2012-10-07"
"411","AL","MACEIÓ","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",59331,0,"2012-10-07"
"412","AL","MINADOR DO NEGRÃO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",2403,0,"2012-10-07"
"413","AL","TRAIPU","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",220,0,"2012-10-07"
"414","AL","MACEIÓ","PPL","PARTIDO PÁTRIA LIVRE",389,0,"2012-10-07"
"415","AL","MARIBONDO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",4710,0,"2012-10-07"
"416","AL","CAPELA","PC DO B","PARTIDO COMUNISTA DO BRASIL",52,0,"2012-10-07"
"417","AL","ARAPIRACA","PT DO B","PARTIDO TRABALHISTA DO BRASIL",4480,0,"2012-10-07"
"418","AL","MACEIÓ","PT DO B","PARTIDO TRABALHISTA DO BRASIL",2022,0,"2012-10-07"
"419","AL","MACEIÓ","PT DO B","PARTIDO TRABALHISTA DO BRASIL",2994,0,"2012-10-07"
"420","AM","BORBA","PP","PARTIDO PROGRESSISTA",0,0,"2012-10-07"
"421","AM","NOVO AIRÃO","PT","PARTIDO DOS TRABALHADORES",2597,1,"2012-10-07"
"422","AM","MANAUS","PTB","PARTIDO TRABALHISTA BRASILEIRO",7560,0,"2012-10-07"
"423","AM","MANAUS","PTB","PARTIDO TRABALHISTA BRASILEIRO",5662,0,"2012-10-07"
"424","AM","AUTAZES","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",6848,0,"2012-10-07"
"425","AM","PAUINI","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2361,0,"2012-10-07"
"426","AM","TEFÉ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",9097,0,"2012-10-07"
"427","AM","ALVARÃES","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3796,0,"2012-10-07"
"428","AM","UARINI","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3044,0,"2012-10-07"
"429","AM","MANAUS","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",132,1,"2012-10-07"
"430","AM","MANAUS","PCB","PARTIDO COMUNISTA BRASILEIRO",240,1,"2012-10-07"
"431","AM","MANAUS","PR","PARTIDO DA REPÚBLICA",12011,0,"2012-10-07"
"432","AM","BENJAMIN CONSTANT","PPS","PARTIDO POPULAR SOCIALISTA",168,0,"2012-10-07"
"433","AM","AMATURÁ","PPS","PARTIDO POPULAR SOCIALISTA",1483,0,"2012-10-07"
"434","AM","MANAUS","DEM","DEMOCRATAS",1465,0,"2012-10-07"
"435","AM","MANAUS","DEM","DEMOCRATAS",1567,0,"2012-10-07"
"436","AM","SÃO GABRIEL DA CACHOEIRA","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",415,0,"2012-10-07"
"437","AM","BOA VISTA DO RAMOS","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",32,0,"2012-10-07"
"438","AM","COARI","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",10071,1,"2012-10-07"
"439","AM","MANAUS","PSB","PARTIDO SOCIALISTA BRASILEIRO",6367,1,"2012-10-07"
"440","AM","MANAUS","PSB","PARTIDO SOCIALISTA BRASILEIRO",5988,1,"2012-10-07"
"441","AM","NOVO AIRÃO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",0,0,"2012-10-07"
"442","AM","MANAUS","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",29320,0,"2012-10-07"
"443","AM","COARI","PSOL","PARTIDO SOCIALISMO E LIBERDADE",31,1,"2012-10-07"
"444","AM","NOVA OLINDA DO NORTE","PPL","PARTIDO PÁTRIA LIVRE",258,0,"2012-10-07"
"445","AM","BENJAMIN CONSTANT","PSD","PARTIDO SOCIAL DEMOCRÁTICO",7069,0,"2012-10-07"
"446","AM","CARAUARI","PSD","PARTIDO SOCIAL DEMOCRÁTICO",6546,0,"2012-10-07"
"447","AM","IPIXUNA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",3263,0,"2012-10-07"
"448","AM","ITACOATIARA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",15419,0,"2012-10-07"
"449","AM","ITAPIRANGA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",2549,0,"2012-10-07"
"450","AM","PRESIDENTE FIGUEIREDO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",5668,0,"2012-10-07"
"451","AM","APUÍ","PC DO B","PARTIDO COMUNISTA DO BRASIL",2228,0,"2012-10-07"
"452","AM","COARI","PRB","PARTIDO REPUBLICANO BRASILEIRO",10135,0,"2012-10-07"
"453","AM","BENJAMIN CONSTANT","PP","PARTIDO PROGRESSISTA",6709,0,"2012-10-07"
"454","AM","ALVARÃES","PP","PARTIDO PROGRESSISTA",3356,0,"2012-10-07"
"455","AM","SANTA ISABEL DO RIO NEGRO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1525,1,"2012-10-07"
"456","AM","TEFÉ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",7160,1,"2012-10-07"
"457","AM","JUTAÍ","PT","PARTIDO DOS TRABALHADORES",684,1,"2012-10-07"
"458","AM","SÃO SEBASTIÃO DO UATUMÃ","PT","PARTIDO DOS TRABALHADORES",1482,1,"2012-10-07"
"459","AM","SANTA ISABEL DO RIO NEGRO","PTB","PARTIDO TRABALHISTA BRASILEIRO",1459,0,"2012-10-07"
"460","AM","ANORI","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2481,0,"2012-10-07"
"461","AM","BARCELOS","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3429,0,"2012-10-07"
"462","AM","AMATURÁ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",395,0,"2012-10-07"
"463","AM","IRANDUBA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1318,0,"2012-10-07"
"464","AM","MANAUS","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",100,1,"2012-10-07"
"465","AM","NOVO ARIPUANÃ","PSL","PARTIDO SOCIAL LIBERAL",0,0,"2012-10-07"
"466","AM","LÁBREA","PTN","PARTIDO TRABALHISTA NACIONAL",1503,0,"2012-10-07"
"467","AM","MANICORÉ","PTN","PARTIDO TRABALHISTA NACIONAL",9110,0,"2012-10-07"
"468","AM","IRANDUBA","PSC","PARTIDO SOCIAL CRISTÃO",2161,0,"2012-10-07"
"469","AM","MANAQUIRI","PSC","PARTIDO SOCIAL CRISTÃO",375,0,"2012-10-07"
"470","AM","TONANTINS","PSC","PARTIDO SOCIAL CRISTÃO",0,0,"2012-10-07"
"471","AM","MANAUS","PCB","PARTIDO COMUNISTA BRASILEIRO",416,1,"2012-10-07"
"472","AM","MANAUS","PCB","PARTIDO COMUNISTA BRASILEIRO",320,1,"2012-10-07"
"473","AM","MANAUS","PCB","PARTIDO COMUNISTA BRASILEIRO",232,1,"2012-10-07"
